week,/wik/,星期；週,53,3,4,3,5,4,5,4,4,5,5,4,3,4
answer,/ˈænsɚ/,回答；答案,52,3,4,3,5,4,4,4,4,5,5,4,3,4
car,/kɑr/,汽車,52,3,4,3,5,4,4,4,4,5,5,4,3,4
cook,/kʊk/,烹飪；廚師,52,3,4,3,5,4,4,4,4,5,5,4,3,4
enjoy,/ɪnˈdʒɔɪ/,享受,52,3,4,3,5,4,4,4,4,5,5,4,3,4
feel,/fil/,感覺,52,3,4,3,5,4,4,4,4,5,5,4,3,4
find,/faɪnd/,找到；發現,52,3,4,3,5,4,4,4,4,5,5,4,3,4
give,/ɡɪv/,給,52,3,4,3,5,4,4,4,4,5,5,4,3,4
hour,/aʊɚ/,小時,52,3,4,3,5,4,4,4,4,5,5,4,3,4
letter,/ˈlɛtɚ/,信件；字母,52,3,4,3,5,4,4,4,4,5,5,4,3,4
move,/muv/,移動；搬家,52,3,4,3,5,4,4,4,4,5,5,4,3,4
news,/njuz/,新聞,52,3,4,3,5,4,4,4,4,5,5,4,3,4
night,/naɪt/,夜晚,52,3,4,3,5,4,4,4,4,5,5,4,3,4
open,/ˈopən/,開放；打開,52,3,4,3,5,4,4,4,4,5,5,4,3,4
eat,/it/,吃,50,3,3,3,4,3,4,4,4,5,5,5,3,4
get,/ɡɛt/,得到,50,3,3,3,4,3,4,4,4,5,5,5,3,4
go,/ɡo/,去,50,3,3,3,4,3,4,4,4,5,5,5,3,4
see,/si/,看見,50,3,3,3,4,3,4,4,4,5,5,5,3,4
body,/ˈbɑdɪ/,身體,49,3,3,3,4,3,4,4,4,5,5,4,3,4
chance,/tʃæns/,機會,49,3,3,3,4,3,4,4,4,5,5,4,3,4
class,/klæs/,班級；課,49,3,3,3,4,3,4,4,4,5,5,4,3,4
come,/kʌm/,來,49,3,3,3,4,3,4,4,4,5,5,4,3,4
hear,/hɪr/,聽到,49,3,3,3,4,3,4,4,4,5,5,4,3,4
tree,/tri/,樹,49,3,3,3,4,3,4,4,4,5,4,4,3,5
close,/kloz/,關閉；靠近,48,3,3,3,4,3,4,4,4,5,5,4,3,3
birthday,/ˈbɝθˌdeɪ/,生日,47,2,3,2,4,3,4,4,4,5,5,4,3,4
idea,/aɪˈdiə/,想法；主意,47,3,3,3,4,3,4,4,4,5,4,4,3,3
side,/saɪd/,側面；方面,47,3,3,3,4,3,4,4,4,5,4,4,3,3
surprise,/sɚˈpraɪz/,驚喜；使驚訝,47,3,3,3,4,3,4,4,4,5,4,4,3,3
ask,/æsk/,詢問,46,3,3,3,4,3,4,3,4,5,4,4,3,3
bed,/bɛd/,床,46,3,3,3,4,3,4,3,4,5,4,4,3,3
bus,/bʌs/,公車,46,3,3,3,4,3,4,3,4,5,4,4,3,3
dead,/dɛd/,死亡；死的,46,3,3,3,4,3,4,3,4,5,4,4,3,3
family,/ˈfæməlɪ/,家庭,46,3,3,3,4,3,4,3,4,5,4,4,3,3
keep,/kip/,保持；繼續,46,3,3,3,4,3,4,3,4,5,4,4,3,3
make,/meɪk/,製作；使,46,3,3,3,4,3,4,3,4,5,4,4,3,3
mind,/maɪnd/,心思；介意,46,3,3,3,4,3,4,3,4,5,4,4,3,3
park,/pɑrk/,公園；停車,46,3,3,3,4,3,4,3,4,5,4,4,3,3
sure,/ʃʊr/,確定的,46,3,3,3,4,3,4,3,4,5,4,4,3,3
age,/edʒ/,年齡,45,3,3,3,4,3,4,3,4,4,4,4,3,3
animal,/ˈænɪməl/,動物,45,3,3,3,4,3,4,3,4,4,4,4,3,3
boy,/bɔɪ/,男孩,45,3,3,3,4,3,4,3,4,4,4,4,3,3
call,/kɔl/,打電話；叫,45,3,3,3,4,3,4,3,4,4,4,4,3,3
door,/dor/,門,45,3,3,3,4,3,4,3,4,4,4,4,3,3
farmer,/ˈfɑrmɚ/,農夫,45,3,3,3,4,3,4,3,4,4,4,3,3,4
ground,/ɡraʊnd/,地面,45,3,3,3,4,3,4,3,4,4,4,3,3,4
island,/ˈaɪlənd/,島嶼,45,3,3,2,4,3,4,3,4,4,4,3,3,5
late,/leɪt/,遲；晚的,45,3,3,3,4,3,4,3,4,4,4,4,3,3
love,/lʌv/,愛,45,3,3,3,4,3,4,3,4,4,4,4,3,3
man,/mæn/,男人,45,3,3,3,4,3,4,3,4,4,4,4,3,3
name,/neɪm/,名字,45,3,3,3,4,3,4,3,4,4,4,4,3,3
say,/seɪ/,說,45,3,3,3,4,3,4,3,4,4,4,4,3,3
stop,/stɑp/,停止,45,3,3,3,4,3,4,3,4,4,4,4,3,3
take,/teɪk/,拿；帶走,45,3,3,3,4,3,4,3,4,4,4,4,3,3
war,/wɔr/,戰爭,45,3,3,3,4,3,4,3,4,4,4,4,3,3
brain,/breɪn/,大腦,44,3,3,3,4,3,4,3,4,4,4,3,3,3
build,/bɪld/,建造,44,3,3,2,4,3,4,3,4,4,4,3,3,4
color,/ˈkʌlɚ/,顏色,44,3,3,3,4,3,4,3,4,4,4,3,3,3
experience,/ɪkˈspɪrɪəns/,經驗,44,3,3,3,4,3,4,3,4,4,4,3,3,3
face,/feɪs/,臉；面對,44,3,3,3,4,3,4,3,4,4,4,3,3,3
fall,/fɔl/,落下；秋天,44,3,3,3,4,3,4,3,4,4,4,3,3,3
free,/fri/,免費；自由的,44,3,3,3,4,3,4,3,4,4,4,3,3,3
happy,/ˈhæpɪ/,快樂的,44,3,3,3,4,3,4,3,4,4,4,3,3,3
heart,/hɑrt/,心；心臟,44,3,3,3,4,3,4,3,4,4,4,3,3,3
lose,/luz/,失去；輸,44,3,3,3,4,3,4,3,4,4,4,3,3,3
office,/ˈɔfɪs/,辦公室,44,3,3,3,4,3,4,3,4,4,4,3,3,3
price,/praɪs/,價格,44,3,3,3,4,3,4,3,4,4,4,3,3,3
run,/rʌn/,跑,44,3,3,3,4,3,4,3,4,4,4,3,3,3
safe,/seɪf/,安全的,44,3,3,3,4,3,4,3,4,4,4,3,3,3
sea,/si/,海洋,44,3,3,3,4,3,4,3,4,4,4,3,3,3
send,/sɛnd/,發送；寄,44,3,3,3,4,3,4,3,4,4,4,3,3,3
speak,/spik/,說；講,44,3,3,3,4,3,4,3,4,4,4,3,3,3
stand,/stænd/,站立,44,3,3,3,4,3,4,3,4,4,4,3,3,3
summer,/ˈsʌmɚ/,夏天,44,3,3,3,4,3,4,3,4,4,4,3,3,3
true,/tru/,真實的,44,3,3,3,4,3,4,3,4,4,4,3,3,3
turn,/tɝn/,轉；轉動,44,3,3,3,4,3,4,3,4,4,4,3,3,3
understand,/ˌʌndɚˈstænd/,理解,44,3,3,3,4,3,4,3,4,4,4,3,3,3
use,/juz/,使用,44,3,3,3,4,3,4,3,4,4,4,3,3,3
woman,/ˈwʊmən/,女人,44,3,3,3,4,3,4,3,4,4,4,3,3,3
write,/raɪt/,寫,44,3,3,3,4,3,4,3,4,4,4,3,3,3
bread,/brɛd/,麵包,43,3,3,2,4,3,4,3,4,4,4,3,2,4
bring,/brɪŋ/,帶來,43,3,3,2,4,3,4,3,4,4,4,3,3,3
cover,/ˈkʌvɚ/,覆蓋；封面,43,3,3,2,4,3,4,3,4,4,4,3,3,3
different,/ˈdɪfərənt/,不同的,43,3,3,2,4,3,4,3,4,4,4,3,3,3
dog,/dɔɡ/,狗,43,3,3,2,4,3,4,3,4,4,4,3,2,4
earth,/ɝθ/,地球；土地,43,3,3,2,4,3,4,3,4,4,4,3,2,4
fight,/faɪt/,戰鬥；打架,43,3,3,2,4,3,4,3,4,4,4,3,2,4
fire,/faɪɚ/,火；解雇,43,3,3,2,4,3,4,3,4,4,4,3,2,4
grow,/ɡro/,成長；種植,43,3,3,2,4,3,4,3,4,4,4,3,2,4
hot,/hɑt/,熱的,43,3,3,2,4,3,4,3,4,4,4,3,3,3
hurt,/hɝt/,傷害；受傷,43,3,3,2,4,3,4,3,4,4,4,3,3,3
ice,/aɪs/,冰,43,3,3,2,4,3,4,3,4,4,4,3,3,3
number,/ˈnʌmbɚ/,數字；號碼,43,3,3,2,4,3,4,3,4,4,4,3,3,3
oil,/ɔɪl/,石油；油,43,3,3,2,4,3,4,3,4,4,4,3,3,3
photo,/ˈfoto/,照片,43,3,3,2,4,3,4,3,4,4,4,3,3,3
piece,/pis/,一片；一件,43,3,3,2,4,3,4,3,4,4,4,3,3,3
rain,/reɪn/,雨；下雨,43,3,3,2,4,3,4,3,4,4,4,3,3,3
road,/rod/,道路,43,3,3,2,4,3,4,3,4,4,4,3,3,3
save,/seɪv/,拯救；節省,43,3,3,2,4,3,4,3,4,4,4,3,3,3
shoe,/ʃu/,鞋子,43,3,3,2,4,3,4,3,4,4,4,3,3,3
show,/ʃo/,展示；節目,43,3,3,2,4,3,4,3,4,4,4,3,3,3
sick,/sɪk/,生病的,43,3,3,2,4,3,4,3,4,4,4,3,3,3
small,/smɔl/,小的,43,3,3,2,4,3,4,3,4,4,4,3,3,3
sound,/saʊnd/,聲音；聽起來,43,3,3,2,4,3,4,3,4,4,4,3,3,3
special,/ˈspɛʃəl/,特別的,43,3,3,2,4,3,4,3,4,4,4,3,3,3
spend,/spɛnd/,花費；度過,43,3,3,2,4,3,4,3,4,4,4,3,3,3
sport,/spɔrt/,運動,43,3,3,2,4,3,4,3,4,4,4,3,3,3
star,/stɑr/,星星；明星,43,3,3,2,4,3,4,3,4,4,4,3,3,3
study,/ˈstʌdɪ/,研究；學習,43,3,3,2,4,3,4,3,4,4,4,3,3,3
together,/təˈɡɛðɚ/,一起,43,3,3,2,4,3,4,3,4,4,4,3,3,3
try,/traɪ/,嘗試,43,3,3,2,4,3,4,3,4,4,4,3,3,3
win,/wɪn/,贏,43,3,3,2,4,3,4,3,4,4,4,3,3,3
world,/wɝld/,世界,43,3,3,2,4,3,4,3,4,4,4,3,3,3
wrong,/rɔŋ/,錯誤的,43,3,3,2,4,3,4,3,4,4,4,3,3,3
act,/ækt/,行動；表演,42,3,3,2,4,3,4,3,4,4,4,3,2,3
afternoon,/ˌæftɚˈnun/,下午,42,3,3,2,4,3,4,3,4,4,4,3,2,3
agree,/əˈɡri/,同意,42,3,3,2,4,3,4,3,4,4,4,3,2,3
bird,/bɝd/,鳥,42,3,3,2,4,3,4,3,4,4,4,3,2,3
cake,/keɪk/,蛋糕,42,3,3,2,4,3,4,3,4,4,4,3,2,3
children,/ˈtʃɪldrən/,孩子們,42,3,3,2,4,3,4,3,4,4,4,3,2,3
clean,/klin/,清潔；乾淨的,42,3,3,2,4,3,4,3,4,4,4,3,2,3
clear,/klɪr/,清晰的,42,3,3,2,4,3,4,3,4,4,4,3,2,3
die,/daɪ/,死亡,42,3,3,2,4,3,4,3,4,4,4,3,2,3
dream,/drim/,夢想；夢,42,3,3,2,4,3,4,3,4,4,4,3,2,3
easy,/ˈizɪ/,容易的,42,3,3,2,4,3,4,3,4,4,4,3,2,3
evening,/ˈivnɪŋ/,傍晚,42,3,3,2,4,3,4,3,4,4,4,3,2,3
eye,/aɪ/,眼睛,42,3,3,2,4,3,4,3,4,4,4,3,2,3
flower,/ˈflaʊɚ/,花,42,3,3,2,4,3,4,3,4,4,4,3,2,3
fly,/flaɪ/,飛,42,3,3,2,4,3,4,3,4,4,4,3,2,3
forget,/fɚˈɡɛt/,忘記,42,3,3,2,4,3,4,3,4,4,4,3,2,3
future,/ˈfjutʃɚ/,未來,42,3,3,2,4,3,4,3,4,4,4,3,2,3
girl,/ɡɝl/,女孩,42,3,3,2,4,3,4,3,4,4,4,3,2,3
hair,/hɛr/,頭髮,42,3,3,2,4,3,4,3,4,4,4,3,2,3
hand,/hænd/,手,42,3,3,2,4,3,4,3,4,4,4,3,2,3
hard,/hɑrd/,困難的；努力地,42,3,3,2,4,3,4,3,4,4,4,3,2,3
head,/hɛd/,頭；負責人,42,3,3,2,4,3,4,3,4,4,4,3,2,3
hit,/hɪt/,打；碰撞,42,3,3,2,4,3,4,3,4,4,4,3,2,3
hospital,/ˈhɑspɪtl/,醫院,42,3,3,2,4,3,4,3,4,4,4,3,2,3
hotel,/hoˈtɛl/,旅館,42,3,3,2,4,3,4,3,4,4,4,3,2,3
important,/ɪmˈpɔrtənt/,重要的,42,3,3,2,4,3,4,3,4,4,4,3,2,3
interest,/ˈɪntrɪst/,興趣,42,3,3,2,4,3,4,3,4,4,4,3,2,3
invite,/ɪnˈvaɪt/,邀請,42,3,3,2,4,3,4,3,4,4,4,3,2,3
join,/dʒɔɪn/,加入,42,3,3,2,4,3,4,3,4,4,4,3,2,3
lake,/leɪk/,湖,42,3,3,2,4,3,4,3,4,4,4,3,2,3
laugh,/læf/,笑,42,3,3,2,4,3,4,3,4,4,4,3,2,3
map,/mæp/,地圖,42,3,3,2,4,3,4,3,4,4,4,3,2,3
meal,/mil/,一餐,42,3,3,2,4,3,4,3,4,4,4,3,2,3
meet,/mit/,遇見；開會,42,3,3,2,4,3,4,3,4,4,4,3,2,3
minute,/ˈmɪnɪt/,分鐘,42,3,3,2,4,3,4,3,4,4,4,3,2,3
miss,/mɪs/,錯過；想念,42,3,3,2,4,3,4,3,4,4,4,3,2,3
month,/mʌnθ/,月份,42,3,3,2,4,3,4,3,4,4,4,3,2,3
nature,/ˈnetʃɚ/,自然,42,3,3,2,4,3,4,3,4,4,4,3,2,3
need,/nid/,需要,42,3,3,2,4,3,4,3,4,4,4,3,2,3
paper,/ˈpeɪpɚ/,紙；報紙,42,3,3,2,4,3,4,3,4,4,4,3,2,3
pass,/pæs/,通過；傳遞,42,3,3,2,4,3,4,3,4,4,4,3,2,3
person,/ˈpɝsən/,人；個人,42,3,3,2,4,3,4,3,4,4,4,3,2,3
play,/pleɪ/,玩耍；演奏,42,3,3,2,4,3,4,3,4,4,4,3,2,3
popular,/ˈpɑpjəlɚ/,受歡迎的,42,3,3,2,4,3,4,3,4,4,4,3,2,3
possible,/ˈpɑsɪbəl/,可能的,42,3,3,2,4,3,4,3,4,4,4,3,2,3
prepare,/prɪˈpɛr/,準備,42,3,3,2,4,3,4,3,4,4,4,3,2,3
put,/pʊt/,放,42,3,3,2,4,3,4,3,4,4,4,3,2,3
ready,/ˈrɛdɪ/,準備好的,42,3,3,2,4,3,4,3,4,4,4,3,2,3
remember,/rɪˈmɛmbɚ/,記得,42,3,3,2,4,3,4,3,4,4,4,3,2,3
restaurant,/ˈrɛstɚənt/,餐廳,42,3,3,2,4,3,4,3,4,4,4,3,2,3
rise,/raɪz/,上升,42,3,3,2,4,3,4,3,4,4,4,3,2,3
sell,/sɛl/,賣,42,3,3,2,4,3,4,3,4,4,4,3,2,3
service,/ˈsɝvɪs/,服務,42,3,3,2,4,3,4,3,4,4,4,3,2,3
share,/ʃɛr/,分享；分擔,42,3,3,2,4,3,4,3,4,4,4,3,2,3
shout,/ʃaʊt/,大喊,42,3,3,2,4,3,4,3,4,4,4,3,2,3
sign,/saɪn/,標誌；簽名,42,3,3,2,4,3,4,3,4,4,4,3,2,3
smile,/smaɪl/,微笑,42,3,3,2,4,3,4,3,4,4,4,3,2,3
store,/stɔr/,商店；儲存,42,3,3,2,4,3,4,3,4,4,4,3,2,3
strong,/strɔŋ/,強壯的,42,3,3,2,4,3,4,3,4,4,4,3,2,3
swim,/swɪm/,游泳,42,3,3,2,4,3,4,3,4,4,4,3,2,3
talk,/tɔk/,談話,42,3,3,2,4,3,4,3,4,4,4,3,2,3
tell,/tɛl/,告訴,42,3,3,2,4,3,4,3,4,4,4,3,2,3
ticket,/ˈtɪkɪt/,票,42,3,3,2,4,3,4,3,4,4,4,3,2,3
tired,/taɪɚd/,疲倦的,42,3,3,2,4,3,4,3,4,4,4,3,2,3
walk,/wɔk/,走路,42,3,3,2,4,3,4,3,4,4,4,3,2,3
warm,/wɔrm/,溫暖的,42,3,3,2,4,3,4,3,4,4,4,3,2,3
watch,/wɑtʃ/,觀看；手錶,42,3,3,2,4,3,4,3,4,4,4,3,2,3
weather,/ˈwɛðɚ/,天氣,42,3,3,2,4,3,4,3,4,4,4,3,2,3
weekend,/ˈwikˌɛnd/,週末,42,3,3,2,4,3,4,3,4,4,4,3,2,3
word,/wɝd/,詞；字,42,3,3,2,4,3,4,3,4,4,4,3,2,3
worry,/ˈwɝɪ/,擔心,42,3,3,2,4,3,4,3,4,4,4,3,2,3
sugar,/ˈʃʊɡɚ/,糖,41,2,2,2,3,3,3,3,3,5,5,5,2,3
able,/ˈebəl/,能夠的,40,3,3,2,4,3,3,3,3,4,4,3,2,3
abroad,/əˈbrɔd/,在海外,37,2,2,2,3,2,3,3,3,4,4,3,2,4
borrow,/ˈbɑro/,借入,37,2,2,2,3,2,3,3,3,4,4,3,2,4
dark,/dɑrk/,黑暗的,37,2,2,2,3,2,3,3,3,4,4,3,2,4
dinner,/ˈdɪnɚ/,晚餐,37,2,2,2,3,2,3,3,3,4,4,3,2,4
dress,/drɛs/,洋裝；穿著,37,2,2,2,3,2,3,3,3,4,4,3,2,4
drive,/draɪv/,駕駛,37,2,2,2,3,2,3,3,3,4,4,3,2,4
duck,/dʌk/,鴨子,37,2,2,2,3,2,3,3,3,4,4,3,2,4
effect,/ɪˈfɛkt/,效應；效果,37,2,2,2,3,2,3,3,3,4,4,3,2,4
farm,/fɑrm/,農場,37,2,2,2,3,2,3,3,3,4,4,3,2,4
festival,/ˈfɛstɪvəl/,節日；慶典,37,2,2,2,3,2,3,3,3,4,4,3,2,4
gift,/ɡɪft/,禮物,37,2,2,2,3,2,3,3,3,4,4,3,2,4
heat,/hit/,熱；加熱,37,2,2,2,3,2,3,3,3,4,4,3,2,4
hungry,/ˈhʌŋɡrɪ/,飢餓的,37,2,2,2,3,2,3,3,3,4,4,3,2,4
knife,/naɪf/,刀,37,2,2,2,3,2,3,3,3,4,4,3,2,4
land,/lænd/,陸地；降落,37,2,2,2,3,2,3,3,3,4,4,3,2,4
lend,/lɛnd/,借出,37,2,2,2,3,2,3,3,3,4,4,3,2,4
line,/laɪn/,線；路線,37,2,2,2,3,2,3,3,3,4,4,3,2,4
machine,/məˈʃin/,機器,37,2,2,2,3,2,3,3,3,4,4,3,2,4
market,/ˈmɑrkɪt/,市場,37,2,2,2,3,2,3,3,3,4,4,3,2,4
party,/ˈpɑrtɪ/,派對,37,2,2,2,3,2,3,3,3,4,4,3,2,4
police,/pəˈlis/,警察,37,2,2,2,3,2,3,3,3,4,4,3,2,4
power,/ˈpaʊɚ/,力量；電力,37,2,2,2,3,2,3,3,3,4,4,3,2,4
rock,/rɑk/,岩石,37,2,2,2,3,2,3,3,3,4,4,3,2,4
rule,/rul/,規則,37,2,2,2,3,2,3,3,3,4,4,3,2,4
sheep,/ʃip/,羊,37,2,2,2,3,2,3,3,3,4,4,3,2,4
teenager,/ˈtinˌedʒɚ/,青少年,37,2,2,2,3,2,3,3,4,4,4,3,2,3
town,/taʊn/,小鎮,37,2,2,2,3,2,3,3,3,4,4,3,2,4
traffic,/ˈtræfɪk/,交通,37,2,2,2,3,2,3,3,3,4,4,3,2,4
vegetable,/ˈvɛdʒɪtɪbəl/,蔬菜,37,2,2,2,3,2,3,3,3,4,4,3,2,4
address,/ˈædrɛs/,地址,36,2,2,2,3,2,3,3,3,4,4,3,2,3
afraid,/əˈfred/,害怕的,36,2,2,2,3,2,3,3,3,4,4,3,2,3
allow,/əˈlaʊ/,允許,36,2,2,2,3,2,3,3,3,4,4,3,2,3
alone,/əˈlon/,獨自,36,2,2,2,3,2,3,3,3,4,4,3,2,3
apartment,/əˈpɑrtmənt/,公寓,36,2,2,2,3,2,3,3,3,4,4,3,2,3
attack,/əˈtæk/,攻擊,36,2,2,2,3,2,3,3,3,4,4,3,2,3
bake,/beɪk/,烤,36,2,2,2,3,2,3,3,3,4,4,3,2,3
balcony,/ˈbælkənɪ/,陽台,36,2,2,2,3,2,3,3,3,4,4,3,2,3
basket,/ˈbæskɪt/,籃子,36,2,2,2,3,2,3,3,3,4,4,3,2,3
beautiful,/ˈbjutɪfəl/,美麗的,36,2,2,2,3,2,3,3,3,4,4,3,2,3
believe,/bɪˈliv/,相信,36,2,2,2,3,2,3,3,3,4,4,3,2,3
better,/ˈbɛtɚ/,更好的,36,2,2,2,3,2,3,3,3,4,4,3,2,3
bike,/baɪk/,自行車,36,2,2,2,3,2,3,3,3,4,4,3,2,3
bookstore,/ˈbʊkˌstɔr/,書店,36,2,2,2,3,2,3,3,3,4,4,3,2,3
born,/bɔrn/,出生的,36,2,2,2,3,2,3,3,3,4,4,3,2,3
bottle,/ˈbɑtl/,瓶子,36,2,2,2,3,2,3,3,3,4,4,3,2,3
bowl,/bol/,碗,36,2,2,2,3,2,3,3,3,4,4,3,2,3
brave,/breɪv/,勇敢的,36,2,2,2,3,2,3,3,3,4,4,3,2,3
break,/breɪk/,打破,36,2,2,2,3,2,3,3,3,4,4,3,2,3
building,/ˈbɪldɪŋ/,建築物,36,2,2,2,3,2,3,3,3,4,4,3,2,3
burn,/bɝn/,燃燒,36,2,2,2,3,2,3,3,3,4,4,3,2,3
camp,/kæmp/,露營,36,2,2,2,3,2,3,3,3,4,4,3,2,3
card,/kɑrd/,卡片,36,2,2,2,3,2,3,3,3,4,4,3,2,3
care,/kɛr/,照顧；在乎,36,2,2,2,3,2,3,3,3,4,4,3,2,3
careful,/ˈkɛrfəl/,小心的,36,2,2,2,3,2,3,3,3,4,4,3,2,3
catch,/kætʃ/,抓住,36,2,2,2,3,2,3,3,3,4,4,3,2,3
celebrate,/ˈsɛlɪˌbreɪt/,慶祝,36,2,2,2,3,2,3,3,3,4,4,3,2,3
century,/ˈsɛntʃərɪ/,世紀,36,2,2,2,3,2,3,3,3,4,4,3,2,3
cheesecake,/ˈtʃizˌkeɪk/,起司蛋糕,36,2,2,2,3,2,3,3,3,4,4,3,2,3
chocolate,/ˈtʃɑklɪt/,巧克力,36,2,2,2,3,2,3,3,3,4,4,3,2,3
choose,/tʃuz/,選擇,36,2,2,2,3,2,3,3,3,4,4,3,2,3
collect,/kəˈlɛkt/,收集,36,2,2,2,3,2,3,3,3,4,4,3,2,3
competition,/ˌkɑmpɪˈtɪʃən/,競賽,36,2,2,2,3,2,3,3,3,4,4,3,2,3
complete,/kəmˈplit/,完成,36,2,2,2,3,2,3,3,3,4,4,3,2,3
condition,/kənˈdɪʃən/,條件；狀況,36,2,2,2,3,2,3,3,3,4,4,3,2,3
cool,/kul/,涼爽的；酷的,36,2,2,2,3,2,3,3,3,4,4,3,2,3
cost,/kɔst/,花費；成本,36,2,2,2,3,2,3,3,3,4,4,3,2,3
crazy,/ˈkrezɪ/,瘋狂的,36,2,2,2,3,2,3,3,3,4,4,3,2,3
create,/kriˈeɪt/,創造,36,2,2,2,3,2,3,3,3,4,4,3,2,3
curious,/ˈkjʊrɪəs/,好奇的,36,2,2,2,3,2,3,3,3,4,4,3,2,3
cut,/kʌt/,切,36,2,2,2,3,2,3,3,3,4,4,3,2,3
dance,/dæns/,跳舞,36,2,2,2,3,2,3,3,3,4,4,3,2,3
danger,/ˈdendʒɚ/,危險,36,2,2,2,3,2,3,3,3,4,4,3,2,3
dangerous,/ˈdendʒərəs/,危險的,36,2,2,2,3,2,3,3,3,4,4,3,2,3
date,/deɪt/,日期,36,2,2,2,3,2,3,3,3,4,4,3,2,3
death,/dɛθ/,死亡,36,2,2,2,3,2,3,3,3,4,4,3,2,3
decide,/dɪˈsaɪd/,決定,36,2,2,2,3,2,3,3,3,4,4,3,2,3
decision,/dɪˈsɪʒən/,決定,36,2,2,2,3,2,3,3,3,4,4,3,2,3
delicious,/dɪˈlɪʃəs/,美味的,36,2,2,2,3,2,3,3,3,4,4,3,2,3
describe,/dɪˈskraɪb/,描述,36,2,2,2,3,2,3,3,3,4,4,3,2,3
design,/dɪˈzaɪn/,設計,36,2,2,2,3,2,3,3,3,4,4,3,2,3
